"Plot Title:  20381828"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 20381828, SEN S/N: 20381828, LBL: temp_C)","RH, % (LGR S/N: 20381828, SEN S/N: 20381828, LBL: RH_pct)","Coupler Detached (LGR S/N: 20381828)","Coupler Attached (LGR S/N: 20381828)","Host Connected (LGR S/N: 20381828)","Stopped (LGR S/N: 20381828)","End Of File (LGR S/N: 20381828)"
1,06/12/19 01:00:00 PM,24.581,95.182,Logged,,,,
2,06/12/19 01:05:00 PM,24.532,95.492,,,,,
3,06/12/19 01:10:00 PM,24.581,96.041,,,,,
4,06/12/19 01:15:00 PM,24.629,96.214,,,,,
5,06/12/19 01:20:00 PM,24.702,96.661,,,,,
6,06/12/19 01:25:00 PM,24.847,96.966,,,,,
7,06/12/19 01:30:00 PM,24.944,96.858,,,,,
8,06/12/19 01:35:00 PM,24.968,96.891,,,,,
9,06/12/19 01:40:00 PM,24.992,96.951,,,,,
10,06/12/19 01:45:00 PM,25.065,97.130,,,,,
11,06/12/19 01:50:00 PM,25.162,97.369,,,,,
12,06/12/19 01:55:00 PM,25.258,97.501,,,,,
13,06/12/19 02:00:00 PM,25.307,97.032,,,,,
14,06/12/19 02:05:00 PM,25.428,97.332,,,,,
15,06/12/19 02:10:00 PM,25.598,97.349,,,,,
16,06/12/19 02:15:00 PM,25.890,97.505,,,,,
17,06/12/19 02:20:00 PM,26.109,97.133,,,,,
18,06/12/19 02:25:00 PM,26.207,96.540,,,,,
19,06/12/19 02:30:00 PM,26.231,95.818,,,,,
20,06/12/19 02:35:00 PM,26.378,96.611,,,,,
21,06/12/19 02:40:00 PM,26.500,95.589,,,,,
22,06/12/19 02:45:00 PM,26.573,95.256,,,,,
23,06/12/19 02:50:00 PM,26.793,94.877,,,,,
24,06/12/19 02:55:00 PM,27.014,95.639,,,,,
25,06/12/19 03:00:00 PM,27.063,93.636,,,,,
26,06/12/19 03:05:00 PM,27.087,93.696,,,,,
27,06/12/19 03:10:00 PM,27.112,92.853,,,,,
28,06/12/19 03:15:00 PM,27.136,94.664,,,,,
29,06/12/19 03:20:00 PM,27.161,92.645,,,,,
30,06/12/19 03:25:00 PM,27.161,93.715,,,,,
31,06/12/19 03:30:00 PM,27.136,93.298,,,,,
32,06/12/19 03:35:00 PM,27.210,94.028,,,,,
33,06/12/19 03:40:00 PM,27.284,92.152,,,,,
34,06/12/19 03:45:00 PM,27.358,92.721,,,,,
35,06/12/19 03:50:00 PM,27.431,93.014,,,,,
36,06/12/19 03:55:00 PM,27.530,92.763,,,,,
37,06/12/19 04:00:00 PM,27.702,93.136,,,,,
38,06/12/19 04:05:00 PM,27.825,91.344,,,,,
39,06/12/19 04:10:00 PM,27.850,92.290,,,,,
40,06/12/19 04:15:00 PM,27.850,91.073,,,,,
41,06/12/19 04:20:00 PM,27.924,92.143,,,,,
42,06/12/19 04:25:00 PM,28.072,91.570,,,,,
43,06/12/19 04:30:00 PM,28.221,90.940,,,,,
44,06/12/19 04:35:00 PM,28.147,90.143,,,,,
45,06/12/19 04:40:00 PM,27.974,89.124,,,,,
46,06/12/19 04:45:00 PM,27.751,90.661,,,,,
47,06/12/19 04:50:00 PM,27.456,90.701,,,,,
48,06/12/19 04:55:00 PM,27.161,91.626,,,,,
49,06/12/19 05:00:00 PM,27.014,91.093,,,,,
50,06/12/19 05:05:00 PM,26.867,91.500,,,,,
51,06/12/19 05:10:00 PM,26.720,92.180,,,,,
52,06/12/19 05:15:00 PM,26.671,92.964,,,,,
53,06/12/19 05:20:00 PM,26.671,93.101,,,,,
54,06/12/19 05:25:00 PM,26.720,91.740,,,,,
55,06/12/19 05:30:00 PM,26.793,91.950,,,,,
56,06/12/19 05:35:00 PM,26.891,91.699,,,,,
57,06/12/19 05:40:00 PM,26.891,91.147,,,,,
58,06/12/19 05:45:00 PM,26.867,91.527,,,,,
59,06/12/19 05:50:00 PM,26.818,91.212,,,,,
60,06/12/19 05:55:00 PM,26.744,92.268,,,,,
61,06/12/19 06:00:00 PM,26.622,91.523,,,,,
62,06/12/19 06:05:00 PM,26.524,92.242,,,,,
63,06/12/19 06:10:00 PM,26.500,93.086,,,,,
64,06/12/19 06:15:00 PM,26.646,91.942,,,,,
65,06/12/19 06:20:00 PM,26.965,92.844,,,,,
