date,status,logger_id,days,rh_above_82_mins,rh_80_82_mins,rh_below_75_mins,rh_below_80_mins
2018-06-22,invaded,01,1,1440,0,0,0
2018-06-22,invaded,02,1,1440,0,0,0
2018-06-22,invaded,03,1,1005,25,320,410
2018-06-22,invaded,04,1,1330,20,0,90
2018-06-22,invaded,05,1,1440,0,0,0
2018-06-22,invaded,06,1,1440,0,0,0
2018-06-22,invaded,07,1,1440,0,0,0
2018-06-22,invaded,08,1,1440,0,0,0
2018-06-22,invaded,09,1,1140,70,45,230
2018-06-22,invaded,10,1,975,35,300,430
2018-06-22,invaded,11,1,800,70,500,570
2018-06-22,invaded,12,1,890,40,370,510
2018-06-22,native,13,1,910,20,410,510
2018-06-22,native,14,1,1020,20,290,400
2018-06-22,native,15,1,875,45,430,520
2018-06-22,native,16,1,840,15,515,585
2018-06-22,native,17,1,780,55,565,605
2018-06-22,native,18,1,1015,45,325,380
2018-06-22,native,19,1,885,30,470,525
2018-06-22,native,20,1,1170,30,115,240
2018-06-22,native,21,1,945,20,350,475
2018-06-22,native,22,1,1270,35,115,135
2018-06-22,native,23,1,885,20,485,535
2018-06-22,native,24,1,925,35,360,480
2018-06-23,invaded,01,2,1440,0,0,0
2018-06-23,invaded,02,2,1440,0,0,0
2018-06-23,invaded,03,2,880,45,440,515
2018-06-23,invaded,04,2,1110,45,80,285
2018-06-23,invaded,05,2,1235,110,0,95
2018-06-23,invaded,06,2,1140,185,0,115
2018-06-23,invaded,07,2,1430,10,0,0
2018-06-23,invaded,08,2,1400,40,0,0
2018-06-23,invaded,09,2,970,45,255,425
2018-06-23,invaded,10,2,910,10,440,520
2018-06-23,invaded,11,2,750,30,540,660
2018-06-23,invaded,12,2,800,35,525,605
2018-06-23,native,13,2,915,25,380,500
2018-06-23,native,14,2,1000,30,345,410
2018-06-23,native,15,2,905,35,460,500
2018-06-23,native,16,2,830,25,540,585
2018-06-23,native,17,2,765,10,545,665
2018-06-23,native,18,2,1005,35,360,400
2018-06-23,native,19,2,865,20,470,555
2018-06-23,native,20,2,1065,80,150,295
2018-06-23,native,21,2,915,15,440,510
2018-06-23,native,22,2,1230,40,120,170
2018-06-23,native,23,2,890,25,500,525
2018-06-23,native,24,2,900,40,390,500
2018-06-24,invaded,01,3,1440,0,0,0
2018-06-24,invaded,02,3,1345,65,0,30
2018-06-24,invaded,03,3,875,15,460,550
2018-06-24,invaded,04,3,1055,60,180,325
2018-06-24,invaded,05,3,1040,40,135,360
2018-06-24,invaded,06,3,1035,25,280,380
2018-06-24,invaded,07,3,1275,75,5,90
2018-06-24,invaded,08,3,1230,80,5,130
2018-06-24,invaded,09,3,995,30,345,415
2018-06-24,invaded,10,3,885,50,415,505
2018-06-24,invaded,11,3,755,45,545,640
2018-06-24,invaded,12,3,790,10,540,640
2018-06-24,native,13,3,940,80,325,420
2018-06-24,native,14,3,980,50,350,410
2018-06-24,native,15,3,920,40,410,480
2018-06-24,native,16,3,815,55,460,570
2018-06-24,native,17,3,820,30,490,590
2018-06-24,native,18,3,1055,10,325,375
2018-06-24,native,19,3,865,30,470,545
2018-06-24,native,20,3,1125,55,150,260
2018-06-24,native,21,3,925,25,400,490
2018-06-24,native,22,3,1250,20,130,170
2018-06-24,native,23,3,915,30,465,495
2018-06-24,native,24,3,985,25,345,430
2018-06-25,invaded,01,4,1440,0,0,0
2018-06-25,invaded,02,4,1255,70,10,115
2018-06-25,invaded,03,4,950,35,400,455
2018-06-25,invaded,04,4,1010,25,325,405
2018-06-25,invaded,05,4,960,20,355,460
2018-06-25,invaded,06,4,1010,50,285,380
2018-06-25,invaded,07,4,1240,20,30,180
2018-06-25,invaded,08,4,1010,35,200,395
2018-06-25,invaded,09,4,935,15,440,490
2018-06-25,invaded,10,4,935,5,485,500
2018-06-25,invaded,11,4,790,10,545,640
2018-06-25,invaded,12,4,805,5,570,630
2018-06-25,native,13,4,940,15,380,485
2018-06-25,native,14,4,970,35,380,435
2018-06-25,native,15,4,900,10,460,530
2018-06-25,native,16,4,845,45,465,550
2018-06-25,native,17,4,845,45,540,550
2018-06-25,native,18,4,1010,35,330,395
2018-06-25,native,19,4,940,15,475,485
2018-06-25,native,20,4,1080,40,180,320
2018-06-25,native,21,4,940,5,455,495
2018-06-25,native,22,4,1150,45,135,245
2018-06-25,native,23,4,940,5,480,495
2018-06-25,native,24,4,970,35,345,435
2018-06-26,invaded,01,5,1440,0,0,0
2018-06-26,invaded,02,5,1275,30,15,135
2018-06-26,invaded,03,5,1125,5,290,310
2018-06-26,invaded,04,5,1110,25,240,305
2018-06-26,invaded,05,5,1105,5,310,330
2018-06-26,invaded,06,5,1180,5,180,255
2018-06-26,invaded,07,5,1170,25,95,245
2018-06-26,invaded,08,5,1115,10,225,315
2018-06-26,invaded,09,5,1045,5,335,390
2018-06-26,invaded,10,5,1075,5,345,360
2018-06-26,invaded,11,5,960,50,390,430
2018-06-26,invaded,12,5,985,35,390,420
2018-06-26,native,13,5,1100,15,250,325
2018-06-26,native,14,5,1120,15,270,305
2018-06-26,native,15,5,1080,10,335,350
2018-06-26,native,16,5,1055,25,320,360
2018-06-26,native,17,5,1045,5,385,390
2018-06-26,native,18,5,1110,35,265,295
2018-06-26,native,19,5,1090,5,335,345
2018-06-26,native,20,5,1110,55,115,275
2018-06-26,native,21,5,1090,10,330,340
2018-06-26,native,22,5,1180,75,140,185
2018-06-26,native,23,5,1080,5,345,355
2018-06-26,native,24,5,1105,15,280,320
2018-06-27,invaded,01,6,1440,0,0,0
2018-06-27,invaded,02,6,1440,0,0,0
2018-06-27,invaded,03,6,1440,0,0,0
2018-06-27,invaded,04,6,1440,0,0,0
2018-06-27,invaded,05,6,1440,0,0,0
2018-06-27,invaded,06,6,1440,0,0,0
2018-06-27,invaded,07,6,1440,0,0,0
2018-06-27,invaded,08,6,1440,0,0,0
2018-06-27,invaded,09,6,1440,0,0,0
2018-06-27,invaded,10,6,1440,0,0,0
2018-06-27,invaded,11,6,1095,50,105,295
2018-06-27,invaded,12,6,1150,65,85,225
2018-06-27,native,13,6,1255,30,75,155
2018-06-27,native,14,6,1315,20,80,105
2018-06-27,native,15,6,1275,35,15,130
2018-06-27,native,16,6,1110,10,270,320
2018-06-27,native,17,6,1115,20,245,305
2018-06-27,native,18,6,1350,20,0,70
2018-06-27,native,19,6,1405,20,5,15
2018-06-27,native,20,6,1440,0,0,0
2018-06-27,native,21,6,1405,20,0,15
2018-06-27,native,22,6,1440,0,0,0
2018-06-27,native,23,6,1135,25,215,280
2018-06-27,native,24,6,1430,10,0,0
2018-06-28,invaded,01,7,1440,0,0,0
2018-06-28,invaded,02,7,1440,0,0,0
2018-06-28,invaded,03,7,1440,0,0,0
2018-06-28,invaded,04,7,1440,0,0,0
2018-06-28,invaded,05,7,1440,0,0,0
2018-06-28,invaded,06,7,1440,0,0,0
2018-06-28,invaded,07,7,1440,0,0,0
2018-06-28,invaded,08,7,1440,0,0,0
2018-06-28,invaded,09,7,1440,0,0,0
2018-06-28,invaded,10,7,1440,0,0,0
2018-06-28,invaded,11,7,1120,105,110,215
2018-06-28,invaded,12,7,1200,25,110,215
2018-06-28,native,13,7,1315,5,50,120
2018-06-28,native,14,7,1320,15,60,105
2018-06-28,native,15,7,1270,35,45,135
2018-06-28,native,16,7,1160,15,235,265
2018-06-28,native,17,7,1160,10,220,270
2018-06-28,native,18,7,1370,20,0,50
2018-06-28,native,19,7,1375,30,0,35
2018-06-28,native,20,7,1440,0,0,0
2018-06-28,native,21,7,1435,5,0,0
2018-06-28,native,22,7,1440,0,0,0
2018-06-28,native,23,7,1210,10,190,220
2018-06-28,native,24,7,1255,15,35,170
2018-06-29,invaded,01,8,1440,0,0,0
2018-06-29,invaded,02,8,1440,0,0,0
2018-06-29,invaded,03,8,1440,0,0,0
2018-06-29,invaded,04,8,1440,0,0,0
2018-06-29,invaded,05,8,1440,0,0,0
2018-06-29,invaded,06,8,1440,0,0,0
2018-06-29,invaded,07,8,1440,0,0,0
2018-06-29,invaded,08,8,1440,0,0,0
2018-06-29,invaded,09,8,1440,0,0,0
2018-06-29,invaded,10,8,1440,0,0,0
2018-06-29,invaded,11,8,1195,40,25,205
2018-06-29,invaded,12,8,1175,25,190,240
2018-06-29,native,13,8,1350,20,30,70
2018-06-29,native,14,8,1330,30,55,80
2018-06-29,native,15,8,1295,15,35,130
2018-06-29,native,16,8,1150,15,245,275
2018-06-29,native,17,8,1185,20,210,235
2018-06-29,native,18,8,1340,15,30,85
2018-06-29,native,19,8,1415,10,0,15
2018-06-29,native,20,8,1440,0,0,0
2018-06-29,native,21,8,1440,0,0,0
2018-06-29,native,22,8,1440,0,0,0
2018-06-29,native,23,8,1185,5,195,250
2018-06-29,native,24,8,1335,60,0,45
2018-06-30,invaded,01,9,1440,0,0,0
2018-06-30,invaded,02,9,1440,0,0,0
2018-06-30,invaded,03,9,1440,0,0,0
2018-06-30,invaded,04,9,1440,0,0,0
2018-06-30,invaded,05,9,1440,0,0,0
2018-06-30,invaded,06,9,1440,0,0,0
2018-06-30,invaded,07,9,1440,0,0,0
2018-06-30,invaded,08,9,1440,0,0,0
2018-06-30,invaded,09,9,1440,0,0,0
2018-06-30,invaded,10,9,1440,0,0,0
2018-06-30,invaded,11,9,1285,90,5,65
2018-06-30,invaded,12,9,1325,20,40,95
2018-06-30,native,13,9,1440,0,0,0
2018-06-30,native,14,9,1430,10,0,0
2018-06-30,native,15,9,1405,15,0,20
2018-06-30,native,16,9,1295,10,65,135
2018-06-30,native,17,9,1290,0,85,150
2018-06-30,native,18,9,1440,0,0,0
2018-06-30,native,19,9,1440,0,0,0
2018-06-30,native,20,9,1440,0,0,0
2018-06-30,native,21,9,1440,0,0,0
2018-06-30,native,22,9,1440,0,0,0
2018-06-30,native,23,9,1355,25,20,60
2018-06-30,native,24,9,1440,0,0,0
2018-07-01,invaded,01,10,1440,0,0,0
2018-07-01,invaded,02,10,1440,0,0,0
2018-07-01,invaded,03,10,1440,0,0,0
2018-07-01,invaded,04,10,1440,0,0,0
2018-07-01,invaded,05,10,1440,0,0,0
2018-07-01,invaded,06,10,1440,0,0,0
2018-07-01,invaded,07,10,1440,0,0,0
2018-07-01,invaded,08,10,1440,0,0,0
2018-07-01,invaded,09,10,1435,5,0,0
2018-07-01,invaded,10,10,1440,0,0,0
2018-07-01,invaded,11,10,1120,70,70,250
2018-07-01,invaded,12,10,1230,60,75,150
2018-07-01,native,13,10,1435,5,0,0
2018-07-01,native,14,10,1415,10,0,15
2018-07-01,native,15,10,1395,15,5,30
2018-07-01,native,16,10,1205,25,130,210
2018-07-01,native,17,10,1125,45,145,270
2018-07-01,native,18,10,1440,0,0,0
2018-07-01,native,19,10,1430,5,0,5
2018-07-01,native,20,10,1280,160,0,0
2018-07-01,native,21,10,1420,20,0,0
2018-07-01,native,22,10,1440,0,0,0
2018-07-01,native,23,10,1190,45,130,205
2018-07-01,native,24,10,1390,30,0,20
2018-07-02,invaded,01,11,1440,0,0,0
2018-07-02,invaded,02,11,1440,0,0,0
2018-07-02,invaded,03,11,1225,45,55,170
2018-07-02,invaded,04,11,1325,70,0,45
2018-07-02,invaded,05,11,1390,50,0,0
2018-07-02,invaded,06,11,1170,80,65,190
2018-07-02,invaded,07,11,1440,0,0,0
2018-07-02,invaded,08,11,1440,0,0,0
2018-07-02,invaded,09,11,1440,0,0,0
2018-07-02,invaded,10,11,1115,30,205,295
2018-07-02,invaded,11,11,905,10,500,525
2018-07-02,invaded,12,11,950,25,235,465
2018-07-02,native,13,11,1080,20,120,340
2018-07-02,native,14,11,1105,30,170,305
2018-07-02,native,15,11,945,5,410,490
2018-07-02,native,16,11,935,30,420,475
2018-07-02,native,17,11,915,5,500,520
2018-07-02,native,18,11,1240,55,45,145
2018-07-02,native,19,11,1050,40,235,350
2018-07-02,native,20,11,1440,0,0,0
2018-07-02,native,21,11,1045,40,200,355
2018-07-02,native,22,11,1380,30,0,30
2018-07-02,native,23,11,975,15,395,450
2018-07-02,native,24,11,1065,25,245,350
2018-07-03,invaded,01,12,1440,0,0,0
2018-07-03,invaded,02,12,1440,0,0,0
2018-07-03,invaded,03,12,1440,0,0,0
2018-07-03,invaded,04,12,1440,0,0,0
2018-07-03,invaded,05,12,1440,0,0,0
2018-07-03,invaded,06,12,1440,0,0,0
2018-07-03,invaded,07,12,1440,0,0,0
2018-07-03,invaded,08,12,1440,0,0,0
2018-07-03,invaded,09,12,1440,0,0,0
2018-07-03,invaded,10,12,1430,10,0,0
2018-07-03,invaded,11,12,1240,20,35,180
2018-07-03,invaded,12,12,1435,5,0,0
2018-07-03,native,13,12,1440,0,0,0
2018-07-03,native,14,12,1440,0,0,0
2018-07-03,native,15,12,1390,10,25,40
2018-07-03,native,16,12,1295,35,35,110
2018-07-03,native,17,12,1340,50,25,50
2018-07-03,native,18,12,1440,0,0,0
2018-07-03,native,19,12,1440,0,0,0
2018-07-03,native,20,12,1440,0,0,0
2018-07-03,native,21,12,1440,0,0,0
2018-07-03,native,22,12,1440,0,0,0
2018-07-03,native,23,12,1410,5,5,25
2018-07-03,native,24,12,1440,0,0,0
2018-07-04,invaded,01,13,1440,0,0,0
2018-07-04,invaded,02,13,1440,0,0,0
2018-07-04,invaded,03,13,1430,5,0,5
2018-07-04,invaded,04,13,1440,0,0,0
2018-07-04,invaded,05,13,1440,0,0,0
2018-07-04,invaded,06,13,1365,5,5,70
2018-07-04,invaded,07,13,1440,0,0,0
2018-07-04,invaded,08,13,1440,0,0,0
2018-07-04,invaded,09,13,1440,0,0,0
2018-07-04,invaded,10,13,1375,20,10,45
2018-07-04,invaded,11,13,1260,50,85,130
2018-07-04,invaded,12,13,1355,30,10,55
2018-07-04,native,13,13,1440,0,0,0
2018-07-04,native,14,13,1360,15,25,65
2018-07-04,native,15,13,1365,15,35,60
2018-07-04,native,16,13,1310,10,110,120
2018-07-04,native,17,13,1330,0,50,110
2018-07-04,native,18,13,1410,10,0,20
2018-07-04,native,19,13,1155,0,165,285
2018-07-04,native,20,13,1440,0,0,0
2018-07-04,native,21,13,1370,35,10,35
2018-07-04,native,22,13,1430,10,0,0
2018-07-04,native,23,13,1350,0,80,90
2018-07-04,native,24,13,1385,25,5,30
2018-07-05,invaded,01,14,1440,0,0,0
2018-07-05,invaded,02,14,1440,0,0,0
2018-07-05,invaded,03,14,1440,0,0,0
2018-07-05,invaded,04,14,1440,0,0,0
2018-07-05,invaded,05,14,1440,0,0,0
2018-07-05,invaded,06,14,1440,0,0,0
2018-07-05,invaded,07,14,1440,0,0,0
2018-07-05,invaded,08,14,1440,0,0,0
2018-07-05,invaded,09,14,1440,0,0,0
2018-07-05,invaded,10,14,1440,0,0,0
2018-07-05,invaded,11,14,1375,20,0,45
2018-07-05,invaded,12,14,1440,0,0,0
2018-07-05,native,13,14,1440,0,0,0
2018-07-05,native,14,14,1440,0,0,0
2018-07-05,native,15,14,1415,10,0,15
2018-07-05,native,16,14,1340,15,55,85
2018-07-05,native,17,14,1380,10,5,50
2018-07-05,native,18,14,1440,0,0,0
2018-07-05,native,19,14,645,60,565,735
2018-07-05,native,20,14,750,70,445,620
2018-07-05,native,21,14,1440,0,0,0
2018-07-05,native,22,14,1440,0,0,0
2018-07-05,native,23,14,1440,0,0,0
2018-07-05,native,24,14,1440,0,0,0
2018-07-06,invaded,01,15,1440,0,0,0
2018-07-06,invaded,02,15,1440,0,0,0
2018-07-06,invaded,03,15,1440,0,0,0
2018-07-06,invaded,04,15,1440,0,0,0
2018-07-06,invaded,05,15,1440,0,0,0
2018-07-06,invaded,06,15,1440,0,0,0
2018-07-06,invaded,07,15,1440,0,0,0
2018-07-06,invaded,08,15,1440,0,0,0
2018-07-06,invaded,09,15,1010,55,330,375
2018-07-06,invaded,10,15,1440,0,0,0
2018-07-06,invaded,11,15,1370,40,0,30
2018-07-06,invaded,12,15,1435,5,0,0
2018-07-06,native,13,15,1440,0,0,0
2018-07-06,native,14,15,1440,0,0,0
2018-07-06,native,15,15,1440,0,0,0
2018-07-06,native,16,15,1340,5,60,95
2018-07-06,native,17,15,1390,15,5,35
2018-07-06,native,18,15,1440,0,0,0
2018-07-06,native,19,15,640,20,735,780
2018-07-06,native,20,15,750,25,610,665
2018-07-06,native,21,15,1440,0,0,0
2018-07-06,native,22,15,1440,0,0,0
2018-07-06,native,23,15,1380,25,20,35
2018-07-06,native,24,15,1440,0,0,0
2018-07-07,invaded,01,16,1440,0,0,0
2018-07-07,invaded,02,16,1440,0,0,0
2018-07-07,invaded,03,16,1440,0,0,0
2018-07-07,invaded,04,16,1440,0,0,0
2018-07-07,invaded,05,16,1440,0,0,0
2018-07-07,invaded,06,16,1440,0,0,0
2018-07-07,invaded,07,16,1440,0,0,0
2018-07-07,invaded,08,16,1440,0,0,0
2018-07-07,invaded,09,16,1150,65,0,225
2018-07-07,invaded,10,16,1440,0,0,0
2018-07-07,invaded,11,16,1115,25,130,300
2018-07-07,invaded,12,16,1160,25,105,255
2018-07-07,native,13,16,1440,0,0,0
2018-07-07,native,14,16,1410,15,0,15
2018-07-07,native,15,16,1250,100,0,90
2018-07-07,native,16,16,1200,20,190,220
2018-07-07,native,17,16,1110,15,200,315
2018-07-07,native,18,16,1430,10,0,0
2018-07-07,native,19,16,670,15,700,755
2018-07-07,native,20,16,800,15,580,625
2018-07-07,native,21,16,1440,0,0,0
2018-07-07,native,22,16,1440,0,0,0
2018-07-07,native,23,16,1205,25,130,210
2018-07-07,native,24,16,1435,5,0,0
2018-07-08,invaded,01,17,1190,55,15,195
2018-07-08,invaded,02,17,1440,0,0,0
2018-07-08,invaded,03,17,1440,0,0,0
2018-07-08,invaded,04,17,1440,0,0,0
2018-07-08,invaded,05,17,1440,0,0,0
2018-07-08,invaded,06,17,1380,55,0,5
2018-07-08,invaded,07,17,1440,0,0,0
2018-07-08,invaded,08,17,1440,0,0,0
2018-07-08,invaded,09,17,1175,55,0,210
2018-07-08,invaded,10,17,1415,25,0,0
2018-07-08,invaded,11,17,925,25,250,490
2018-07-08,invaded,12,17,900,25,445,515
2018-07-08,native,13,17,1440,0,0,0
2018-07-08,native,14,17,1420,20,0,0
2018-07-08,native,15,17,1155,80,50,205
2018-07-08,native,16,17,1040,55,185,345
2018-07-08,native,17,17,1020,30,210,390
2018-07-08,native,18,17,1440,0,0,0
2018-07-08,native,19,17,795,0,645,645
2018-07-08,native,20,17,835,0,580,605
2018-07-08,native,21,17,1440,0,0,0
2018-07-08,native,22,17,1440,0,0,0
2018-07-08,native,23,17,1080,55,165,305
2018-07-08,native,24,17,1365,45,0,30
2018-07-09,invaded,01,18,1440,0,0,0
2018-07-09,invaded,02,18,1440,0,0,0
2018-07-09,invaded,03,18,1425,15,0,0
2018-07-09,invaded,04,18,1440,0,0,0
2018-07-09,invaded,05,18,1425,10,0,5
2018-07-09,invaded,06,18,1385,20,0,35
2018-07-09,invaded,07,18,1440,0,0,0
2018-07-09,invaded,08,18,1440,0,0,0
2018-07-09,invaded,09,18,1440,0,0,0
2018-07-09,invaded,10,18,1405,10,0,25
2018-07-09,invaded,11,18,1165,40,150,235
2018-07-09,invaded,12,18,1205,25,190,210
2018-07-09,native,13,18,1415,5,5,20
2018-07-09,native,14,18,1405,5,20,30
2018-07-09,native,15,18,1280,25,75,135
2018-07-09,native,16,18,1235,25,85,180
2018-07-09,native,17,18,1260,5,140,175
2018-07-09,native,18,18,1440,0,0,0
2018-07-09,native,19,18,1440,0,0,0
2018-07-09,native,20,18,1050,30,300,360
2018-07-09,native,21,18,1390,20,15,30
2018-07-09,native,22,18,1435,0,0,5
2018-07-09,native,23,18,1295,10,85,135
2018-07-09,native,24,18,1400,15,0,25
2018-07-10,invaded,01,19,1440,0,0,0
2018-07-10,invaded,02,19,1440,0,0,0
2018-07-10,invaded,03,19,995,35,305,410
2018-07-10,invaded,04,19,1210,85,85,145
2018-07-10,invaded,05,19,1420,20,0,0
2018-07-10,invaded,06,19,1060,25,295,355
2018-07-10,invaded,07,19,1245,50,30,145
2018-07-10,invaded,08,19,1440,0,0,0
2018-07-10,invaded,09,19,1440,0,0,0
2018-07-10,invaded,10,19,1080,35,240,325
2018-07-10,invaded,11,19,840,40,485,560
2018-07-10,invaded,12,19,825,30,525,585
2018-07-10,native,13,19,1105,25,190,310
2018-07-10,native,14,19,1125,50,185,265
2018-07-10,native,15,19,1010,15,280,415
2018-07-10,native,16,19,955,25,400,460
2018-07-10,native,17,19,945,0,480,495
2018-07-10,native,18,19,1150,40,150,250
2018-07-10,native,19,19,1180,80,30,180
2018-07-10,native,20,19,1440,0,0,0
2018-07-10,native,21,19,1125,30,110,285
2018-07-10,native,22,19,1345,30,35,65
2018-07-10,native,23,19,965,20,435,455
2018-07-10,native,24,19,1070,35,300,335
2018-07-11,invaded,01,20,1440,0,0,0
2018-07-11,invaded,02,20,1440,0,0,0
2018-07-11,invaded,03,20,945,25,415,470
2018-07-11,invaded,04,20,1055,25,250,360
2018-07-11,invaded,05,20,1040,35,165,365
2018-07-11,invaded,06,20,935,25,435,480
2018-07-11,invaded,07,20,1010,70,225,360
2018-07-11,invaded,08,20,1430,10,0,0
2018-07-11,invaded,09,20,1440,0,0,0
2018-07-11,invaded,10,20,920,25,455,495
2018-07-11,invaded,11,20,795,30,550,615
2018-07-11,invaded,12,20,775,20,555,645
2018-07-11,native,13,20,985,50,325,405
2018-07-11,native,14,20,1015,10,315,415
2018-07-11,native,15,20,930,20,385,490
2018-07-11,native,16,20,890,60,440,490
2018-07-11,native,17,20,870,30,510,540
2018-07-11,native,18,20,1070,10,220,360
2018-07-11,native,19,20,1015,40,275,385
2018-07-11,native,20,20,1440,0,0,0
2018-07-11,native,21,20,1005,20,310,415
2018-07-11,native,22,20,1285,20,105,135
2018-07-11,native,23,20,930,10,470,500
2018-07-11,native,24,20,995,15,360,430
2018-07-12,invaded,01,21,1440,0,0,0
2018-07-12,invaded,02,21,1440,0,0,0
2018-07-12,invaded,03,21,895,30,430,515
2018-07-12,invaded,04,21,1055,30,180,355
2018-07-12,invaded,05,21,1145,95,30,200
2018-07-12,invaded,06,21,975,30,355,435
2018-07-12,invaded,07,21,985,25,310,430
2018-07-12,invaded,08,21,1345,60,0,35
2018-07-12,invaded,09,21,1440,0,0,0
2018-07-12,invaded,10,21,975,35,345,430
2018-07-12,invaded,11,21,795,20,550,625
2018-07-12,invaded,12,21,780,25,555,635
2018-07-12,native,13,21,990,45,260,405
2018-07-12,native,14,21,995,50,285,395
2018-07-12,native,15,21,925,25,320,490
2018-07-12,native,16,21,880,15,460,545
2018-07-12,native,17,21,845,10,535,585
2018-07-12,native,18,21,1165,75,105,200
2018-07-12,native,19,21,1085,65,150,290
2018-07-12,native,20,21,1440,0,0,0
2018-07-12,native,21,21,1015,60,245,365
2018-07-12,native,22,21,1190,50,125,200
2018-07-12,native,23,21,915,10,480,515
2018-07-12,native,24,21,960,45,345,435
2018-07-13,invaded,01,22,1440,0,0,0
2018-07-13,invaded,02,22,1440,0,0,0
2018-07-13,invaded,03,22,930,50,390,460
2018-07-13,invaded,04,22,1065,40,215,335
2018-07-13,invaded,05,22,1040,135,35,265
2018-07-13,invaded,06,22,955,45,340,440
2018-07-13,invaded,07,22,1000,35,295,405
2018-07-13,invaded,08,22,1220,125,0,95
2018-07-13,invaded,09,22,1440,0,0,0
2018-07-13,invaded,10,22,955,20,325,465
2018-07-13,invaded,11,22,745,80,540,615
2018-07-13,invaded,12,22,770,15,560,655
2018-07-13,native,13,22,990,50,275,400
2018-07-13,native,14,22,1020,35,315,385
2018-07-13,native,15,22,935,25,355,480
2018-07-13,native,16,22,860,60,410,520
2018-07-13,native,17,22,825,30,535,585
2018-07-13,native,18,22,1080,85,135,275
2018-07-13,native,19,22,1025,55,215,360
2018-07-13,native,20,22,1440,0,0,0
2018-07-13,native,21,22,1000,15,225,425
2018-07-13,native,22,22,1130,90,95,220
2018-07-13,native,23,22,905,15,475,520
2018-07-13,native,24,22,1050,20,290,370
2018-07-14,invaded,01,23,1440,0,0,0
2018-07-14,invaded,02,23,1440,0,0,0
2018-07-14,invaded,03,23,1085,70,195,285
2018-07-14,invaded,04,23,1265,25,55,150
2018-07-14,invaded,05,23,1265,50,10,125
2018-07-14,invaded,06,23,1150,50,145,240
2018-07-14,invaded,07,23,1215,40,125,185
2018-07-14,invaded,08,23,1415,25,0,0
2018-07-14,invaded,09,23,1440,0,0,0
2018-07-14,invaded,10,23,1140,30,155,270
2018-07-14,invaded,11,23,845,100,355,495
2018-07-14,invaded,12,23,860,40,415,540
2018-07-14,native,13,23,1180,40,130,220
2018-07-14,native,14,23,1150,50,170,240
2018-07-14,native,15,23,1100,30,225,310
2018-07-14,native,16,23,1030,75,220,335
2018-07-14,native,17,23,955,75,325,410
2018-07-14,native,18,23,1300,40,45,100
2018-07-14,native,19,23,1270,35,30,135
2018-07-14,native,20,23,1440,0,0,0
2018-07-14,native,21,23,1200,15,140,225
2018-07-14,native,22,23,1240,45,95,155
2018-07-14,native,23,23,1010,75,305,355
2018-07-14,native,24,23,1220,15,130,205
2018-07-15,invaded,01,24,1440,0,0,0
2018-07-15,invaded,02,24,1440,0,0,0
2018-07-15,invaded,03,24,1190,65,130,185
2018-07-15,invaded,04,24,1300,10,65,130
2018-07-15,invaded,05,24,1260,45,60,135
2018-07-15,invaded,06,24,1190,80,110,170
2018-07-15,invaded,07,24,1270,20,115,150
2018-07-15,invaded,08,24,1360,65,0,15
2018-07-15,invaded,09,24,1405,30,0,5
2018-07-15,invaded,10,24,1260,30,110,150
2018-07-15,invaded,11,24,975,40,320,425
2018-07-15,invaded,12,24,950,30,360,460
2018-07-15,native,13,24,1290,15,100,135
2018-07-15,native,14,24,1185,65,145,190
2018-07-15,native,15,24,1145,60,165,235
2018-07-15,native,16,24,1065,105,185,270
2018-07-15,native,17,24,1015,25,300,400
2018-07-15,native,18,24,1350,10,45,80
2018-07-15,native,19,24,1290,35,70,115
2018-07-15,native,20,24,1440,0,0,0
2018-07-15,native,21,24,1290,15,95,135
2018-07-15,native,22,24,1305,10,105,125
2018-07-15,native,23,24,1065,10,250,365
2018-07-15,native,24,24,1280,20,110,140
2018-07-16,invaded,01,25,1440,0,0,0
2018-07-16,invaded,02,25,1440,0,0,0
2018-07-16,invaded,03,25,1105,65,170,270
2018-07-16,invaded,04,25,1315,50,20,75
2018-07-16,invaded,05,25,1275,15,0,150
2018-07-16,invaded,06,25,1180,80,45,180
2018-07-16,invaded,07,25,1195,70,40,175
2018-07-16,invaded,08,25,1410,30,0,0
2018-07-16,invaded,09,25,1420,20,0,0
2018-07-16,invaded,10,25,1170,45,50,225
2018-07-16,invaded,11,25,845,70,370,525
2018-07-16,invaded,12,25,825,15,400,600
2018-07-16,native,13,25,1210,95,50,135
2018-07-16,native,14,25,1185,130,65,125
2018-07-16,native,15,25,1205,60,115,175
2018-07-16,native,16,25,1090,70,160,280
2018-07-16,native,17,25,940,55,340,445
2018-07-16,native,18,25,1415,20,0,5
2018-07-16,native,19,25,1300,55,0,85
2018-07-16,native,20,25,1440,0,0,0
2018-07-16,native,21,25,1290,40,55,110
2018-07-16,native,22,25,1340,35,45,65
2018-07-16,native,23,25,1025,35,250,380
2018-07-16,native,24,25,1270,95,15,75
2018-07-17,invaded,01,26,1440,0,0,0
2018-07-17,invaded,02,26,1440,0,0,0
2018-07-17,invaded,03,26,1360,10,45,70
2018-07-17,invaded,04,26,1420,0,5,20
2018-07-17,invaded,05,26,1405,5,0,30
2018-07-17,invaded,06,26,1370,15,20,55
2018-07-17,invaded,07,26,1365,15,20,60
2018-07-17,invaded,08,26,1415,10,5,15
2018-07-17,invaded,09,26,1440,0,0,0
2018-07-17,invaded,10,26,1365,50,0,25
2018-07-17,invaded,11,26,1265,30,130,145
